album_id,album_name,album_listens,artist_id
5427,Bang Bang Eche - Live @ KEXP 11/16/2009,970,2091
2368,These Arms Are Snakes -  Live @ KEXP 9/30/08,4352,2093
2370,The Pica Beats - Live @ KEXP 9/29/08,1079,2094
2188,Live at WFMU on Keili's show 3/21/2009,3040,1207
9211,Live on WFMU's Beastin' the Airwaves with Keili April 27 2011,2587,1207
2321,These United States - Live @ KEXP 10/25/08,590,2098
4855,These United States - Live @ KEXP 9/25/2009,244,2098
7582,These United States  - Live @ KEXP 7/27/2010,437,2098
2322,The Henry Clay People - Live @ KEXP 11/3/08,652,2099
7588,The Henry Clay People - Live @ KEXP 7/29/2010,319,2099
2323,Wallpaper - Live @ KEXP 11/4/08,10665,2100
2290,Past Lives - Live @ KEXP 11/4/08,413,2101
6076,Past Lives - Live @ KEXP 2/18/2010,297,2101
2324,Cotton Jones - Live @ KEXP 10/22/08,1051,2102
4055,Cotton Jones - Live @ KEXP 5/29/2009,2224,2102
7745,Cotton Jones  - Live @ KEXP 8/8/2010,2013,2102
2359,Takka Takka - Live @ KEXP 10/20/08,466,1303
980,Live at WFMU on Scott McDowell's Show on 10/8/2008,2074,1303
2360,The Broken West - Live @ KEXP 11/11/08,1327,2103
2361,The Rusebuds - Live @ KEXP 11/20/08,3445,2104
2362,The Sea and Cake - Live @ KEXP 11/29/08,6116,2105
2363,Longwave - Live @ KEXP 12/14/08,4012,2106
2365,The Whore Moans - Live @ KEXP 11/18/08,549,2107
2366,The Kindness Kind - Live @ KEXP 12/13/08,605,2108
643,Live at WFMU on Terre T's Show on 10/18/2003,3386,1117
2225,Live at WFMU on Scott McDowell's Show 3/22/09,3587,2119
2255,Bring the Neon War Home,1646,1426
2296,Live at WFMU/Aquarius SXSW show 3/20/2009,912,988
2297,Live at WFMU/Aquarius SXSW show 3/20/2009,1376,2203
4014,live on dublab 12.08.08,1536,2204
2298,Live at WFMU/Aquarius SXSW showcase 2009 (XYX),1439,2205
5980,Momento Ácido Contemporáneo,845,2205
6197,Sistema de Terminacion Sexual,843,2205
1676,Growing Live at ATP NY on WFMU 9/20/2008,894,815
6504,PUMPS!,980,815
2406,live on dublab 06.29.08,560,2230
4010,live on dublab 09.08.08,329,354
950,Live at WFMU on Marty McSorley's Show on 8/20/2008,6573,354
6364,Live at WFMU on Marty McSorley's Show on 05/05/2010,6785,354
7153,Future Islands - Live @ KEXP 5/28/2010,2461,354
2400,live on dublab 11.19.06,5990,2236
2390,live on dublab 12.15.06,363,2238
4413,Atlas Sound Live at ATP-NY 2009 on WFMU,6960,2238
7881,Bedroom Databank Vol.2,9511,2238
7926,Bedroom Databank Vol. 3,11187,2238
7927,Bedroom Databank Vol. 4,4806,2238
2388,dublab VisionVersion sounds 09.11.08,3725,2241
2348,Live at WFMU on Talk's Cheap 3/17/09,2370,2265
9299,Live at WFMU on Marty McSorley May 24 2011,3423,2265
2350,Speedbath (working),26375,1917
7010,Crooked Beginnings,5375,1917
8111,Crooked,5714,1917
2384,The Greatest Hits So Far EP,3361,1922
2914,LMM 2.1 - Allegro,5120,1922
2917,LMM 2.2 - Matchstick Monument,316,1922
2921,LMM 2.3 - An End Like This,298,1922
2986,LMM 1.1 - Whales This November,1148,1922
4305,LMM 1.9 - Songs For Singing,437,1922
4379,LMM 2.8 - Famous: the Jonny Pride Story,416,1922
6290,LMM 3.1 - Left Right,1385,1922
2392,The Frogman's Report,1712,2282
2392,The Frogman's Report,1712,2280
2417,Gravy Train!!! Live at SXSW,1464,2298
4732,ccMixter [Sunbyrn],10290,1758
2418,8 Bit Weapon Live at Micropalooza,17098,1774
2432,James Blackshaw & Meg Baird - Live At ISSUE Project Room 3/7/09,4492,2312
12137,Live at WFMU on Shrunken Planet with Jeffrey Davison July 7th 2012,3966,2312
2434,Live on KBOO's Movin' On,3654,2314
2469,Beethoven's Sonata No. 1 In F Minor,46975,2355
2470,Beethoven's Sonata No. 32 in C Minor,13540,2355
2786,Beethoven's Sonata No. 11 in B Flat Major,8343,2355
2787,Beethoven's Sonata No. 5 in C Minor,7109,2355
2789,Beethoven's Sonata No. 6 in F Major,4854,2355
2791,Beethoven's Sonata No. 7 in D Major,9301,2355
2810,Beethoven's Sonata No. 8 in C Minor Pathetique,12106,2355
2811,Beethoven's Sonata No. 13 in E Flat Major,9494,2355
2812,Beethoven's Sonata No. 19 in G Minor,5965,2355
2875,Beethoven's Sonata No. 20 in G Major,5956,2355
2879,Beethoven's Sonata No. 22 in F Major,7518,2355
2471,Mussorgsky's Pictures at an Exhibition,105545,2357
2473,Uncontrollable Mumbles,2637,2362
2479,Untitled (MC Firedrill),1321,2369
2684,I Love You,269,2369
2486,Edison Blue Amberol: 2464,5332,2371
2496,Edison Blue Amberol: 2630,877,2371
2487,Edison Record: 700,1334,2372
2488,Edison Blue Amberol: 2647,565,2373
2490,Edison Blue Amberol: 2474,2134,2374
2491,Edison Blue Amberol: 2646,686,2375
2492,Edison Blue Amberol: 2645,870,2376
2493,Edison Blue Amberol: 2323,963,2377
2494,Edison Blue Amberol: 2333,432,2378
2495,Edison Blue Amberol: 2616,1241,2379
2498,Edison Blue Amberol: 2687,620,2380
2499,Edison Blue Amberol: 2338,299,2381
2500,Edison Blue Amberol: 2344,1649,2382
2501,Edison Blue Amberol: 2345,656,2383
2503,Edison Blue Amberol: 2341,966,2384
2504,Edison Blue Amberol: 2336,586,2385
2514,Ghost Treat Magic,4196,2415
2516,We Topia,1958,2427
2637,Real Sexual People,1733,2427
2522,When Eggs Burst,1556,2435
2529,Edison Blue Amberol: 2536,782,2480
2531,Edison Blue Amberol: 1870,1308,2481
2533,Edison Blue Amberol: 1884,2185,1667
2536,Edison Blue Amberol: 2361,3289,1667
2535,Edison Blue Amberol: 2310,2068,2482
2540,Edison Blue Amberol: 2373,2213,2484
2547,Big Blood & The Bleedin' Hearts,34676,77
2583,The Grove,8982,77
2587,Sew Your Wild Days Tour Vol. 1,5142,77
2641,"Space Gallery Jan. 27, 2007 Sahara Club Jan. 28, 2007",5414,77
2823,Strange Maine 11.04.06,4018,77
2930,Already Gone I,11435,77
2931,Already Gone II,8287,77
3007,Sew Your Wild Days Tour Vol. II,7011,77
3009,Strange Maine 1.20.07,8341,77
7979,Operators & Things,7877,77
7980,Dark Country Magic,36576,77
16250,Fight for Your Dinner Vol. I,20048,77
2556,Larytta - Live @ KEXP 3/15/09,320,2497
2560,Robyn Hitchcock - Live @ KEXP 3/21/09,1139,848
4620,The Venus 3 live on WFMU's Three Chord Monte 2009,4914,848
1255,Live at WFMU on Irene Trudel's Show on 12/4/2006 w/ The Venus 3,4251,848
1254,Live at WFMU on Irene Trudel's Show on 11/15/2004,3504,848
14015,"Live on WFMU with Irene Trudel - February 25, 2013",3204,848
2561,Police Teeth - Live @ KEXP 3/17/09,637,2500
2562,Elliott Brood - Live @ KEXP 3/19/09,973,2501
7750,White Mystery - Live @ KEXP 7/31/2010,1116,2501
2584,A Streams Area or: Watershed,4262,2492
2633,Live at WFMU on Liz B's show 3/30/2009,2501,2623
1996,Live at ATP 2008,45519,706
2645,2005 Stayin Alive InstruMentals,106135,2631
2680,Plays The Stooges,572,2658
2658,Live at WFMU on Irene Trudel's Show 4/6/09,61858,2659
2666,New Raytheonport,4898,1822
2667,Super Nude EP,175211,2735
1616,Live at WFMU on Liz Berg's Show on 11/24/2008,3414,363
2677,Still Four,7224,2746
2706,Caught By,7911,2746
2707,Red Carpet,13663,2746
2480,Two Brothers,689,2343
2477,The Mystic River Sound,1387,2343
2476,Universal Mind Decoder,8642,2343
2478,Round-Wound,10090,2343
2679,Dig Deep,4839,2752
5426,Songs About Something XE,14879,2752
6837,This Is Madness (Just Plain Black),2743,2752
7012,"Rumble, Young Man, Rumble",2545,2752
7234,These Times / Scream Out,1279,2752
2682,Live at the Isabella Stewart Gardner Museum,25742,2756
2690,Live on KBOO's UnHerd,798,2770
2709,Today is Sunday,6028,2780
9237,The Joey Burns EP,4437,2780
9599,The Sober EP,2442,2780
15419,The Judas Hole,14637,2780
2858,Tragedy Live on KBOO,1057,2784
2860,Sleepwalkers RIP Live on KBOO,147,2845
2861,Salted City Live on KBOO,421,2846
2859,No Hope for the Kids Live on KBOO,897,2862
2863,Dead Section Live on KBOO,366,2864
2864,Nerveskade Live on KBOO,310,2865
2739,Tesis,22027,2871
2337,Prisoner of Hormones,10478,2249
2336,Poopin,12046,2249
2338,When the Doves Cry,20992,2249
2775,Speedballin EP,506,92
2776,Li Zenghui Saxphone solos,1957,2922
2807,Muzio Clementi's Sonatina No. 2 in G Major,4999,2923
2809,"Bach's Aria, Goldberg Variations, BWV. 988",7532,2923
2806,Sonata No. 1,7662,2923
2805,Muzio Clementi's Sonatina No. 1 in C Major,69412,2923
2808,Bach's Minuet,10009,2923
2801,Tomás Luis de Victoria's Amicus Meus,5789,2934
2802,Tomás Luis de Victoria's Caligaverunt Oculi Mei,4352,2934
2800,Giovanni Croce's Cantato Domino,4933,2934
2799,Antonio Lotti's Missa,3675,2934
2796,Mozart's Piano Sonata in B-flat Major,14549,2941
2795,Bach's Aria Variata,15374,2941
2797,Mozart's Sonata No. 13 in B-flat Major,13619,2941
2794,Beethoven's Sonata No. 31 in A Flat Major,5218,2949
2793,Bach's Book I: Prelude and Fugue No. 8 in E Flat Minor,6525,2949
2792,"Franz Schubert's Fantasy in C major ""Wanderer""",19829,2956
2790,Live at WFMU on Beastin the Airwaves with Keili 11/30/08,2354,1709
2821,KBOO Presents Thavius Beck Live at Holocene,4293,2985
2824,The Zeros,3746,2493
2838,All Music is Improvised,2756,2998
2844,Hooray,4133,1095
2865,Imperial Leather Live at KBOO,742,3055
2867,The Vicious Live on KBOO,739,3059
2869,Never Healed Live on KBOO,325,3063
2871,Live at WFMU with Irene Trudel 4/20/2009,1007,3068
11307,"Live at WFMU on Irene Trudel's Show March 19, 2012",8761,3068
2878,Live on Beastin The Airwaves with Keili 5/3/09,2002,3072
2884,"Beethoven's Sonata No. 21 in C Major-""Waldstein'""",16792,3077
2886,"Edvard Grieg's Anitras Dance, Peer Gint Suite",7071,3078
2889,Franz Schubert's Ave Maria,8100,3078
2891,Sousa's Thunderer March,6848,3078
2893,Vivaldi's Spring from the Four Seasons,10960,3078
2894,Muzio Clementi's Sonata in G Minor-Didone Abbandonata,14305,3085
2896,"Franz Schubert's Sonata in B Flat, D. 960",18006,3086
2898,It's A 6th Sense Beat Yo!!,138574,3089
2899,It's Notherground Music!!,18286,3089
2900,Go For It,8758,3094
2902,Wildahead Portibeast,2385,3091
2903,Mick Boogie &amp; Terry Urban Presents... Extra Levels,9404,3091
2834,"An Announcement [7"" EP]",1715,2365
2835,That River,691,2365
2905,COMEDIE HUMAINE,12266,3070
2923,vosotros presents: the years // mixtape,5485,3158
2924,The Fall of the Supers,3646,3164
2956,Live on KBOO's The Outside World,828,3167
2929,Symphaty Modul,6432,3168
9748,Heartbox,6366,3168
2933,Sator arepo tenet opera rotas,21233,3165
3647,Balkan Spezialitaeten,1524,3165
3651,YAWK!,4251,3165
5148,Bataille And The Bird,11518,3165
9692,Rites of Sausage,16521,3165
2937,Jay Stay Paid,5419,3180
2938,Gang Rape of a Short-Bus Rider,2105,3186
2939,live at issue project room 5/1/09,287,3187
2958,"Slanted Eyes, Slanted Hearts",1941,3200
2961,Loose Your Head,10063,3209
3501,Sexmachine,4899,3209
3635,Together,9124,3209
3650,We're not in it for the money,9691,3209
3811,Numerology,16649,3209
3814,Alone,5867,3209
3821,Output from the past,7581,3209
3847,First Contact,5140,3209
4624,WM x 100 / 100 x WM,10508,3209
8197,Beach Street,15858,3209
2984,10 Acres of the Finest Sand,12855,3308
2993,Live at WFMU on Pat Duncan's Show 1/29/09,3716,3352
3008,Lizard's Tale,12536,3368
3648,Before life,5364,3368
3036,Live at WFMU/aQ SXSW 2009,5653,3412
3046,Born in the Land of a Thousand Hills,1912,3400
3063,Live at WFMU on The Three Chord Monte 4/21/09,7224,3429
3077,Folk Den Project,139700,3440
3080,Live at WFMU on Choking on Cufflinks 5/9/09,1652,3453
3089,Baroque Song Recital,13040,3437
3095,Clem Snide - Live @ KEXP 4/11/09,1462,3472
3096,El Ten Eleven - Live @ KEXP 4/16/09,1890,3473
3097,Jason Isbell and the 400 Unit - Live @ KEXP 4/6/09,1321,3474
3098,Nick Jaina- Live On The Outside World,3900,3475
18436,Primary Perception Instrumentals,203395,3475
3099,Pirate Planets,4840,3477
3131,Simulators can,9625,3578
3649,I don't believe you,9299,3578
3800,Summer 2005,6310,3578
7185,Sowilo (Double Disc),13476,3578
3132,"657,644",7338,3579
3160,Telekinesis - Live @ KEXP 4/13/09,728,3619
4746,Telekinesis - Live @ KEXP 9/5/2009,1265,3619
3172,Live on WFMU's Cherry Blossom Clinic 5/16/2009,8283,3638
3225,Interkosmos,3071,3490
3227,Home Coming,1621,3768
3228,Stimulus EP,1375,3769
3229,Universal Dominance,4719,3770
3230,The Funny Pages,7411,3771
3231,You Got Jokes?!,283,3773
3234,Molesting Hip Hop,5664,3773
3233,Live at WFMU on Liz Berg's Show 5/25/09,7855,3775
15819,"Live at the WFMU Record Fair - November 24, 2013",9485,3775
951,Live at Maxwell's on Bill Kelly's Show on 8/17/2008,1116,672
3236,Live at WFMU on Pat Duncan's Show 4/23/09,881,3777
3241,Different World,1561,3783
3242,Maneras de Ser,1331,3600
3244,En Nuestras Manos,989,3600
3245,Traverse,3574,3793
3247,The Eastern World EP,1140,3801
3364,le sens des valeurs,3255,3801
3365,Les Alpes,2243,3801
3248,Live at WFMU on Marty McSorley's Show 5/6/09,2977,3803
8891,"Live at WFMU on Marty McSorley's Show, March 22nd 2011",6162,3803
3254,Look Directly Into The Sun:  China Pop 2007,1824,2841
3256,Martin Atkins' China Dub Soundsystem:  Made In China,675,2841
3255,Live at WFMU on Sound and Safe with Trent 5/25/09,7021,3842
3299,Live at WFMU on Billy Jam's Show 5/22/09,896,3897
3300,Ten Little Songs,5719,3898
3305,Live at WFMU on Choking On Cufflinks 5/23/2009,2647,3909
3323,Live at WFMU's Loud Live Acts on 4/02/09,3061,3872
3326,Live at Machine Project on Michael' Goodstein's Show 2/21/09,491,3926
3327,Live at Machine Project on Michael Goodstein's Show 2/21/09,8080,1900
12346,Live at WFMU 2013,7839,1900
3330,Live at WFMU on Pat Duncan's Show 5/14/09,1319,3876
3332,No Money No Honey All We Got Is Us,154225,3931
6873,Bad Panda #09,29473,3931
17331,A Little Bit of Magic in Every Batch...,46949,3931
17342,Tales from the Road...,257698,3931
3333,S ljubavlju,918,3927
3337,Live at WFMU on Beastin' the Airwaves! 5/24/2009,1017,3940
3339,Low Income Housing,991,3945
3340,State Lines,643,3955
3349,Creative Commerce,807,3955
3341,Word Power (The Instrumentals),3624,3959
3342,Of Unknown Origin,1452,3965
3344,April January,5970,3967
3345,After This... I'll Holla!!! [On Everythang I Love],1242,3971
3346,Skyline,918,3972
3348,A2: What Should Have Been,2033,3977
3351,Illatron Magnetic,4897,3981
3352,ABBRACADAMN!!!,3277,3985
3355,Live at WFMU on Liz Berg's Show on 2/09/09,1594,4003
3356,Live at WFMU on Keili's show on 6/7/09,872,4004
3359,Live at WFMU on Marty McSorley's Show on 4/01/09,2002,4008
3366,Love in the Air,4011,4034
3367,Everybody Loves the Sun EP,8394,4035
3371,"Music from ""The House of Dr Faustus""",127584,129
4598,"Outtakes from ""The Snow Flea""",34584,129
6158,Volcano!,1038,129
7365,Cinemacollages - Volume 1,14259,129
3387,Live at WFMU on Stochastic Hit Parade 6/7/09,10419,4055
3391,Chew And Swallow,5963,3446
3401,"Lutoslawski, Variations on a Theme by Paganini",4965,4059
3581,Brahms: Sonata in F Minor,6876,4059
3405,Open Air,3159,4064
3406,Out Of It,57314,3227
3411,Ghosts I-IV,10971,2630
3416,"Halfway, Pleased",2400,4073
3417,86-300,1236,4074
3878,Claps and Leads,1573,3924
3429,Barriers,2228,4118
3430,"Live at Primavera Sound, Barcelona 5/29/09",128132,4120
13998,Live on Noise from Neville 1985,13034,4120
3434,Live at Primavera Sound Festival 5/28/2009,7306,4123
3443,whatwhat?,5046,4136
3444,Only a Plant Can Help Me,1373,4137
3448,It's Getting Cold Outside,2463,4143
3466,Disappointment,8932,4161
3469,Bits for Dirty Minds and Places,4217,4164
3479,Empty City,3367,4166
3491,Live at Primavera Sound 2009 on WFMU,2571,4178
3576,Live at Issue Project Room 1/31/09,7415,4180
3512,Live at WFMU on The Long Rally 6/10/2009,3196,4200
7021,GitD Choir!!! (Reggie Pace + Lauren Serpa),1196,4200
9209,Nero (w/Matana Roberts) 5.22.09,1275,4200
3518,Da Interview EP,8510,4220
3525,Live at WFMU's Choking on Cufflinks with Michael Goodstein on 6/06/09,3135,4225
3527,"Live at WFMU's ""Live Loud Acts"" with Pat Duncan on 6/18/09",2952,4229
3536,first tour EP (2005),2473,4232
3546,Live at WFMU on Irene Trudel's Show 6/4/09,2775,4258
3553,Live Recordings by the Baltimore Taper,1348,392
3573,AK Slaughter Unreleased Tracks,1231,392
3559,The People's EP,1763,4290
3563,We Were Promised Jetpacks - Live @ KEXP 3/26/09,961,4295
4825,We Were Promised Jetpacks - Live @ KEXP 9/17/2009,725,4295
3566,T-Model Ford and Gravelroad - Live @ KEXP 4/8/09,2556,4299
7703,Live at ATP-NY 2010 w/ Gravelroad,9546,4299
3567,Buraka Som Sistema - Live @ KEXP 4/25/09,3780,4300
3568,Dyme Def - Live @ KEXP 4/25/09,1404,4301
3570,Input,10055,4314
3574,Live at WFMU on The  Cherry Blosssom Clinic 6/27/09,1167,4315
5585,Cemetary Trails,424,4315
5586,Crooked Lake,332,4315
5587,The Goodnight Loving,622,4315
3575,Slums of Heaven,11275,4221
3577,Low Mileage Lease EP,4289,4221
3509,Vivian Girls Live at Primavera Sound 2009 on WFMU,4692,1371
4748,Vivian Girls - Live @ KEXP 9/6/2009,397,1371
7312,Vivian Girls Live at ATP 2010,2230,1371
3583,Mydrone,2921,3448
3588,Ten years backwards,4800,4348
3600,We are the Levitts...,2914,4311
3602,Terabyte,479,3451
3604,"Dielectric Records 12""",581,3451
3625,Come Fly With Me,6652,4380
3627,Vallee De Dith,1656,4381
3629,Mahler's Disciple: live and studio recordings,10400,4385
3631,Live at WFMU on This is the Modern World 7/2/09,2702,4388
3633,(Köhn)1,420,4390
10296,Random Patterns,840,4390
3639,Scriabin chez Scriabin,3102,4391
3654,Schijnheiligen,4281,4408
3693,En toch wakker,6935,4408
3845,Meatje/Instrumentaal dink,5135,4408
4877,Speees KojBoj,2311,4408
6109,NetLabel Coalition Volume 1,19349,4408
3655,Live at ISSUE Project Room (2/23/09),3185,4409
3658,"Dielectric Records 12""",395,3450
3660,Charles Tournemire: Complete Recordings,5279,4414
3661,Satanische Vrede,479,4415
3662,Silmät Sulkaset,1055,4416
7554,Minor Musics: Finland,23268,4416
7574,Tuota tuota,446,4416
7863,Live at ISSUE 10/29/10,1732,4416
3667,20k9d,10621,4421
3670,Girls Beware,628,4424
3669,Rosegarden,847,4424
3694,Bollate centro,18563,4433
3695,Commuter,1095,4434
3721,You can't buy everything forever,17330,4404
3724,An Interlude To The Outermost,580,4471
3725,"If the sky falls, we shall catch larks",365,4471
3737,Weingartner Premium CD Series,11516,4475
3744,The Sun of Our Life,10853,4485
3746,Long Lonesome Blues,7740,4486
3747,Dancers of Bali,9135,4488
1888,Soda Fountain,3367,1762
3753,We Are Him,1965,4496
3755,Antique Phonograph Music Program 7/1/2008,4545,4498
3767,Antique Phonograph Music Program 07/15/2008,4070,4498
3766,Antique Phonograph Music Program 08/26/2008,25098,4498
3763,Antique Phonograph Music Program 09/09/2008,11593,4498
3764,Antique Phonograph Music Program 09/23/2008,22786,4498
4123,Antique Phonograph Music Program 01/13/2009,21688,4498
4124,Antique Phonograph Music Program 01/27/2009,12935,4498
4125,Antique Phonograph Music Program 04/21/2009,21281,4498
4126,Antique Phonograph Music Program 05/05/2009,14048,4498
4437,Antique Phonograph Music Program 10/06/2009,8050,4498
4439,Antique Phonograph Music Program 09/22/2009,13356,4498
4442,Antique Phonograph Music Program 08/25/2009,21366,4498
4552,Antique Phonograph Music Program 12/17/2002,14184,4498
4553,Antique Phonograph Music Program 03/23/1999,12251,4498
4559,Antique Phonograph Music Program 03/30/1999,19699,4498
4561,Antique Phonograph Music Program 07/29/2008,7227,4498
4564,Antique Phonograph Music Program 12/30/2008,5692,4498
4565,Antique Phonograph Music Program 12/02/2008,1553,4498
4567,Antique Phonograph Music Program 05/19/2009,16491,4498
4568,Antique Phonograph Music Program 06/02/2009,18960,4498
4639,Antique Phonograph Music Program 07/14/2009,33061,4498
4640,Antique Phonograph Music Program 7/28/2009,13284,4498
4702,Antique Phonograph Music Program 06/30/2009,14467,4498
5379,Antique Phonograph Music Program 11/03/2009,21365,4498
5497,Antique Phonograph Music Program 12/29/2009,45183,4498
5503,Antique Phonograph Music Program 01/05/2010,48651,4498
6530,Antique Phonograph Music Program 02/09/10,12259,4498
6534,Antique Phonograph Music Program 03/23/10,33658,4498
6545,Antique Phonograph Music Program 04/06/10,3840,4498
6546,Antique Phonograph Music Program 04/20/10,38310,4498
11050,Antique Phonograph Music Program 2/7/2012 Live from Brooklyn Farmacy & Soda Fountain,114410,4498
11238,Antique Phonograph Music Program 03/06/2012,122781,4498
18547,Antique Phonograph Music Program 01/06/2015,12692,4498
18572,Antique Phonograph Music Program 01/13/2015,9096,4498
18573,Antique Phonograph Music Program 01/20/2015,15331,4498
18576,Antique Phonograph Music Program 02/03/2015,20589,4498
18592,Antique Phonograph Music Program 02/10/2015,10078,4498
18594,Antique Phonograph Music Program 02/17/2015,16264,4498
18596,Antique Phonograph Music Program 02/24/2015,13091,4498
18663,Antique Phonograph Music Program 03/24/2015,20622,4498
18664,Antique Phonograph Music Program 03/31/2015,28200,4498
18711,Antique Phonograph Music Program 04/07/2015,40471,4498
18801,Antique Phonograph Music Program 04/14/2015,18595,4498
18802,Antique Phonograph Music Program 04/21/2015,20922,4498
3756,I Am Singing to You From My Room,2310,4495
3761,The Chaliapin Edition Volume 4: 1913-1921,2570,4525
3762,Bruno Walter & the NBC Symphony,5407,4534
3788,Bruno Walter in Concert,7596,4534
3765,Busoni and His Legacy,4784,4482
3785,La Musique Concrète part 1,4090,4375
3786,First Recordings,3596,4584
3791,Ik wil wat jij wil,615,4589
3801,Sea-Scaping Monthly in 4 or 5 Movements,5040,4604
3806,"Flores, Nubes, y Pajaritos",3700,4607
3804,Chico Correa and Electronic Band,26860,4606
3807,Sometimes Not Unpointful,31837,4610
3809,Debut,84557,4611
3810,Eve,11196,4614
6591,Makin' a Munson,7137,4614
13236,Adam,4421,4614
3816,Sputnik in love: the remixes,3745,1790
3823,The New Pharaos,65409,4632
3824,Tender Pecking,9486,4633
3837,Wood Grain Sessions,8322,4646
3849,Barking At The Wrong Tree,8696,4651
4180,"Odd Times, Uneven Dreams",14737,4651
9527,Love Hurts,21422,4651
3854,The Essential Pachmann,5437,4657
1276,Live at WFMU on Scott's Show on 5/2/2005,1158,891
639,Live at WFMU on Scott's Show on 6/9/2003,412,891
3858,Sounds Of The Ghetto Youth,7231,4660
3856,Bartók in the Desert,3157,4658
3859,Rediscovered Master,2142,4664
3861,Schubert Recital,3870,4668
3864,In Sound and Thought,3574,4671
3869,Split with Jake Vida,227,4656
3886,The Knave,1183,4682
3888,LP1,1231,1516
3889,Unconditional Acceleration,9221,4684
5233,Live at Blip Festival 2009,1846,4684
3896,Mt. St. Helens Vietnam Band (Live @ KEXP) 4/21/09,545,4691
8404,Mt. St. Helens Vietnam Band Live @ KEXP 8/26/10,665,4691
3900,Hey Marseilles - Live @ KEXP 4/29/09,597,4695
3903,The Ironclads (Live @ KEXP) 4/3/09,343,4697
3905,Man Plus (Live @ KEXP) 5/9/09,391,4699
1011,Live at WFMU on Terre T's Show on 11/1/2003,2025,1011
4086,Dynamic Disasters,2918,1011
4089,Unreleased First Album (Fantastic Success V.1),7134,1011
4090,"Self Titled 7""",985,1011
3920,Live Candy,2322,4724
3923,I lift my hands against the gods,1549,4725
3911,Live at WFMU's Transpacific Sound Paradise on 7/25/09,10596,4707
5278,Bomba Estereo - Live @ KEXP 11/10/2009,2900,4707
8421,Bomba Estereo  - Live @ KEXP 9/6/2010,3372,4707
1080,Live at WFMU on Irene Trudel's Show on 3/13/2006,9110,514
3309,The New Mellow Edwards,1798,3624
3926,Big Choantza,2891,3622
3928,Extremely mild and pleasant tasting The best of Bob Chaos Recordings 1984-1986,16885,4732
3935,The Overcast Project,22789,4750
3941,Crystal Antlers - Live @ KEXP 4/23/2009,707,4764
3942,NOMO - Live @ KEXP 5/19/2009,6530,4765
3945,The Lights - Live @ KEXP 4/11/2009,919,4767
7088,The Lights - Live @ KEXP 5/21/2010,520,4767
3947,Andrew Oliver and Kane Mathis - Live @ KEXP 5/1/2009,1450,4769
3948,Hotels - Live @ KEXP 5/7/2009,941,4770
3957,Ladytron - Live @ KEXP 5/02/2009,3062,4771
3951,Pela - Live @ KEXP 5/29/2009,523,4772
3952,Odawas - Live @ KEXP 5/6/2009,238,4773
3953,James Apollo - Live @ KEXP 5/16/2009,2304,4774
3955,The Devil Makes Three - Live @ KEXP 5/28/2009,7066,4776
3965,Live at WFMU on Brian Turner's Show 7/28/09,1684,4782
4100,Gilded Flowers,4091,4782
3966,Chocolate Gasoline,2521,4783
3967,The Shining Path,1068,4783
3968,Take You So Low So You Can Fly So High,899,4783
3969,New Music,681,4786
3970,The Centaur Pianist,4098,4788
3978,Born Bad,1712,4798
3983,Pangea E.P.,2518,4802
3919,Jalikebba and the Toubabs,23129,4804
4017,Tina Pica,1366,4811
4020,Izvorni Kod,956,4813
4023,Vomiting,1245,4763
4029,Frozen Souls,2766,4763
4024,Live at the Gardner Museum's Tapestry Room,22917,4819
3984,Electropunkt,4300,15690
4039,Inconceivable,341,4844
4043,Miike Snow - Live @ KEXP 6/13/2009,3357,4852
4044,Kevin Devine and The Goddamn Band - Live @ KEXP 4/23/2009,1440,4853
4046,Love Is All - Live @ KEXP 6/8/2009,664,971
6675,Love Is All - Live @ KEXP 4/14/2010,1004,971
4048,Shane Tutmarc - Live @ KEXP 6/11/2009,2100,4856
5511,Shane Tutmarc - Live @ KEXP 12/10/2009,5478,4856
4049,James Yuill - Live @ KEXP 5/26/2009,2217,4857
4050,The Church - Live @ KEXP 6/15/2009,4134,4858
4056,Live at the Gardner Museum's Tapestry Room,3951,4826
4057,Live at the Gardner Museum's Tapestry Room,3815,4827
4061,Live at the Gardner Museum's Tapestry Room,13384,4867
4062,Live at the Gardner Museum's Tapestry Room,5369,4874
4063,Live at the Gardner Museum's Tapestry Room,2695,4875
4064,Live at the Gardner Museum's Tapestry Room,3495,4877
4066,Live at the Gardner Museum's Tapestry Room,2546,4880
4067,To The Other Side,1476,4881
4068,The Bewildered Herd,1082,4883
4069,The Slaphappy Bee III EP,3224,4884
4070,Live at the Gardner Museum's Tapestry Room,4673,4885
4072,Live at the Gardner Museum's Tapestry Room,2684,4889
4073,Live at the Gardner Museum's Tapestry Room,1457,4891
4074,Live at the Gardner Museum's Tapestry Room,6038,4893
4075,Live at the Gardner Museum's Tapestry Room,4415,4895
4082,WFMU live broadcast from Barbes on Transpacific Paradise 4/11/09,15930,2965
4095,Infiltrator,17158,4917
4109,Live at WFMU on Liz Berg's Show 8/10/09,3005,4929
4113,Bishop Allen - Live @ KEXP 4/16/2009,1861,4931
4116,Eulogies - Live @ KEXP 5/12/2009,691,4934
4111,Aum Shinrikyo Endless Montreal,508,4927
4130,WFMU live broadcast from Barbes on Transpacific Paradise 4/11/09,1336,4968
4141,Chapter 2: Street Soul,5042,4978
4154,Generationals - Live @ KEXP 7/25/2009,1458,4991
